document_id,name_comp,year,href_doc,status
0199ea6c-4db5-491b-b8d6-6a27ec2e4de7_2021,Inchcape,2021,https://www.inchcape.com/wp-content/uploads/2022/03/inchcape-annual-report-2021.pdf,downloaded_manually
02a191b5-3707-462c-8e57-7d80ab672b17,Ackermanns & Van Haaren,2019,https://www.avh.be/sites/avh/files/2020-04/AvH%20annual%20report%202019.pdf,downloaded_manually
02baccdf-c8e2-4ef1-b95c-9f6c3a744626_2021,Vodafone,2021,https://investors.vodafone.com/sites/vodafone-ir/files/2021-05/vodafone-annual-report-2021.pdf,downloaded_manually
03ccd565-057d-4258-93f4-913fb2642e8a,Aéroports de Paris,2018,https://www.parisaeroport.fr/docs/default-source/groupe-fichiers/finance/information-r%C3%A9glement%C3%A9e-amf/documents-de-r%C3%A9f%C3%A9rence/2018/ddr-2018-va-vdef.pdf?sfvrsn=b4f7f8bd_6,downloaded_manually
040b77b9-46f0-4442-ae15-56e10c6dda96,Accor,2018,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjiwfH1p76BAxXtTKQEHTxXALsQFnoECBIQAQ&url=https%3A%2F%2Fgroup.accor.com%2F-%2Fmedia%2FCorporate%2FInvestors%2FDocuments-de-reference%2F2018_RD_ACCOR_vdef.pdf&usg=AOvVaw14CdaSTJoI3ZPegkE2eEwS&opi=89978449,downloaded_manually
0579c4b6-53ce-47fe-97ee-ed410ff95fce,Accor,2020,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjExKySp76BAxWHUKQEHTMjCuIQFnoECBEQAQ&url=https%3A%2F%2Fgroup.accor.com%2F-%2Fmedia%2FCorporate%2FInvestors%2FDocuments-de-reference%2F2020_ACCOR_URD_VeDef.pdf&usg=AOvVaw09MvTcvDrJQtefxTqLwYp1&opi=89978449,downloaded_manually
0760b6d3-0dfb-46b7-a53f-5b43963dc1a8,Nokia,2019,https://www.nokia.com/system/files/2020-03/Nokia%20Form%2020F%202019_0.pdf,downloaded_manually
084f2ada-315d-49bb-bf26-fac4505c8292_2021,Temenos,2021,https://www.temenos.com/wp-content/uploads/2022/03/2021-Annual-Report-t01ki2zy2.pdf,downloaded_manually
085b4d99-a4f3-43e2-b47c-704d777ba7e6,CRH,2020,https://www.crh.com/media/3548/crh-interactive-annual-report-2020.pdf,downloaded_manually
08d112c9-1a13-4314-9587-3bd10ff9fab1,Vodafone,2022,https://investors.vodafone.com/sites/vodafone-ir/files/2022-05/vodafone-2022-annual-report.pdf,downloaded_manually
0ab28e1f-d046-4f75-9d9d-e95f8d4323ec,Wallenstam,2018,http://vp197.alertir.com/files/press/wallenstam/201903205261-1.pdf,downloaded_manually
0b039e16-55a9-4fd7-a894-732f5cbb90f2,IAG International Airlines Group,2018,https://www.iairgroup.com/~/media/Files/I/IAG/annual-reports/iag-cnmv-annual-finanical-report-2018-en.pdf,downloaded_manually
0b6ce282-0cb4-49b0-bd03-79036fba9c4e,Netcompany,2020,https://netcompany.com/investor/financials/,problem_manual_download
0c030192-0d41-4352-9c2d-9295c910a8e6,AstraZeneca,2022,https://www.astrazeneca.com/content/dam/az/Investor_Relations/annual-report-2022/pdf/AstraZeneca_AR_2022.pdf,downloaded_manually
0c1ae1c7-ba8a-479c-977c-406c9ce916cf,Inditex,2018,https://static.inditex.com/annual_report_2018/pdfs/en/Inditex%20Annual%20Report%202018.pdf,downloaded_manually
0c3bd42b-d18a-422a-b485-30430979938a,AstraZeneca,2020,https://www.astrazeneca.com/content/dam/az/Investor_Relations/annual-report-2020/pdf/AstraZeneca_AR_2020.pdf,downloaded_manually
0c9b9e2a-bf9d-41c5-a491-30df1a09e055,Wallenstam,2022,https://vp197.alertir.com/files/press/wallenstam/202303237275-1.pdf,downloaded_manually
0ecc7a00-2e49-4d82-a9fd-212bb3783f81,Holmen,2018,http://investors.holmen.com/files/press/holmen/201903130738-1.pdf,downloaded_manually
